Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,0.0,2.0,1268,2.0,4,2,1.0,3,0.0,30,3,2,7.0,1,0.0,5006,4,1.0,11,3,1,1,9,3,4,5,4,0,3
56,0.0,2.0,713,1.0,8,3,1.0,3,0.0,67,3,1,6.0,1,0.0,4257,4,1.0,18,3,3,1,19,3,3,2,2,2,2
33,0.0,2.0,134,1.0,2,3,1.0,3,1.0,90,3,1,6.0,4,2.0,2500,0,0.0,14,3,1,0,4,2,4,3,1,0,2
19,1.0,2.0,303,1.0,2,3,1.0,2,1.0,47,2,1,2.0,4,2.0,1102,1,0.0,22,4,3,0,1,3,2,1,0,1,0
46,0.0,2.0,526,2.0,1,2,2.0,2,0.0,92,3,3,7.0,1,0.0,10453,1,0.0,25,4,3,3,24,2,3,24,13,15,7
38,0.0,2.0,1380,1.0,9,2,1.0,3,0.0,75,3,1,2.0,4,2.0,2288,1,0.0,12,3,3,0,2,3,3,2,2,2,1
31,0.0,2.0,140,1.0,12,1,3.0,3,0.0,95,3,1,6.0,4,1.0,3929,8,1.0,23,4,3,1,7,0,3,4,2,0,2
34,0.0,2.0,629,1.0,27,2,3.0,4,0.0,95,3,1,6.0,2,2.0,2311,2,0.0,15,3,4,0,9,3,3,3,2,1,2
41,1.0,2.0,1356,2.0,20,2,2.0,2,0.0,70,3,1,8.0,2,2.0,3140,1,1.0,22,4,4,0,4,5,2,4,3,0,2
50,0.0,2.0,328,1.0,1,3,3.0,3,1.0,86,2,1,2.0,3,1.0,3690,2,0.0,15,3,4,1,5,2,2,3,2,0,2
53,0.0,2.0,1084,1.0,13,2,3.0,4,0.0,57,4,2,4.0,1,0.0,4450,1,0.0,11,3,3,2,5,3,3,4,2,1,3
33,0.0,2.0,931,1.0,14,3,3.0,4,0.0,72,3,1,6.0,2,1.0,2756,1,0.0,13,3,4,1,8,5,3,8,7,1,6
40,0.0,2.0,989,1.0,4,1,3.0,4,0.0,46,3,5,3.0,3,1.0,19033,1,0.0,14,3,2,1,21,2,3,20,8,9,9
55,0.0,2.0,692,1.0,14,4,3.0,3,1.0,61,4,5,5.0,2,2.0,18722,8,0.0,11,3,4,0,36,3,3,24,15,2,15
34,0.0,1.0,1069,1.0,2,1,1.0,4,1.0,45,2,2,4.0,3,1.0,9547,1,0.0,17,3,3,0,10,2,2,10,9,1,9
51,0.0,2.0,313,1.0,3,3,3.0,4,0.0,98,3,4,0.0,2,2.0,13734,3,0.0,18,3,3,0,21,6,3,7,7,1,0
52,0.0,2.0,699,1.0,1,4,1.0,3,1.0,65,2,5,3.0,3,1.0,19999,0,0.0,14,3,1,1,34,5,3,33,18,11,9
27,0.0,2.0,894,1.0,9,3,3.0,4,0.0,99,3,1,6.0,2,2.0,2279,1,0.0,16,3,4,0,7,2,2,7,7,0,3
35,1.0,2.0,556,1.0,23,2,1.0,2,1.0,50,2,2,4.0,3,1.0,5916,3,1.0,13,3,1,0,8,1,3,1,0,0,1
43,0.0,0.0,1344,1.0,7,3,3.0,4,1.0,37,4,1,6.0,4,0.0,2089,4,0.0,14,3,4,3,7,3,4,5,4,2,2
45,0.0,0.0,1195,1.0,2,2,3.0,1,1.0,65,2,4,3.0,4,1.0,16792,9,0.0,23,4,4,1,22,1,3,20,8,11,8
37,0.0,2.0,290,1.0,21,3,1.0,2,1.0,65,4,1,6.0,1,1.0,3564,1,1.0,12,3,1,1,8,3,2,8,7,1,7
35,0.0,1.0,138,1.0,2,3,3.0,2,0.0,37,3,2,2.0,2,2.0,4425,5,0.0,11,3,4,0,10,5,3,6,2,1,2
42,0.0,0.0,926,1.0,21,2,3.0,3,0.0,36,3,2,4.0,3,0.0,5265,2,0.0,16,3,2,1,11,5,3,5,3,0,2
38,0.0,2.0,1261,1.0,2,4,1.0,4,1.0,88,3,2,4.0,3,1.0,6553,9,0.0,14,3,2,0,14,3,3,1,0,0,0
38,0.0,2.0,1084,1.0,29,3,5.0,4,1.0,54,3,2,4.0,4,1.0,6261,3,0.0,18,3,1,1,9,3,1,7,7,1,7
27,0.0,1.0,472,1.0,1,1,5.0,3,1.0,60,2,2,4.0,1,1.0,4298,5,0.0,19,3,3,1,6,1,3,2,2,2,0
49,0.0,0.0,1002,1.0,18,4,1.0,4,1.0,92,3,2,4.0,4,0.0,6804,1,1.0,15,3,1,2,7,0,3,7,7,1,7
34,0.0,1.0,878,1.0,10,4,3.0,4,1.0,43,3,1,6.0,3,0.0,3815,1,1.0,17,3,4,1,5,4,4,5,3,2,0
40,0.0,2.0,905,1.0,19,2,3.0,3,1.0,99,3,2,2.0,4,1.0,2741,8,1.0,15,3,3,1,15,2,4,7,2,3,7
38,1.0,2.0,1180,1.0,29,1,3.0,2,1.0,70,3,2,0.0,1,1.0,6673,7,1.0,19,3,2,0,17,2,3,1,0,0,0
29,1.0,2.0,121,2.0,27,3,2.0,2,0.0,35,3,3,7.0,4,1.0,7639,1,0.0,22,4,4,3,10,3,2,10,4,1,9
22,0.0,2.0,1136,1.0,5,3,1.0,4,1.0,60,4,1,6.0,2,0.0,2328,1,1.0,16,3,1,1,4,2,2,4,2,2,2
36,0.0,1.0,635,1.0,18,1,3.0,2,0.0,73,3,1,2.0,4,2.0,2153,1,0.0,13,3,1,0,8,2,3,8,1,1,7
40,0.0,0.0,1151,1.0,9,5,1.0,4,1.0,63,2,2,0.0,4,1.0,4876,9,0.0,14,3,4,1,5,5,1,3,2,0,2
46,0.0,2.0,644,1.0,1,4,3.0,4,1.0,97,3,3,0.0,1,0.0,9396,7,0.0,16,3,3,1,17,3,3,4,2,0,3
32,1.0,2.0,1045,2.0,4,4,3.0,4,1.0,32,1,3,7.0,4,1.0,10400,1,0.0,11,3,3,0,14,2,2,14,8,9,8
30,0.0,0.0,829,1.0,1,1,1.0,3,1.0,88,2,3,4.0,3,2.0,8474,1,0.0,22,4,3,0,12,2,3,11,8,5,8
27,0.0,1.0,1242,2.0,20,3,1.0,4,0.0,90,3,2,7.0,3,2.0,9981,1,0.0,14,3,4,0,7,2,3,7,7,0,7
51,0.0,2.0,1469,1.0,8,4,1.0,2,1.0,81,2,3,5.0,2,1.0,12490,5,0.0,16,3,4,2,16,5,1,10,9,4,7
30,1.0,2.0,1005,1.0,3,3,5.0,4,0.0,88,3,1,6.0,1,2.0,2657,5,1.0,11,3,3,0,8,5,3,5,2,0,4
41,0.0,2.0,896,2.0,6,3,1.0,4,0.0,75,3,3,3.0,4,2.0,13591,3,1.0,18,3,3,0,16,3,3,1,0,0,0
30,1.0,1.0,334,2.0,26,4,2.0,3,0.0,52,2,2,7.0,1,2.0,6696,5,0.0,15,3,3,0,9,5,2,6,3,0,1
29,1.0,2.0,992,1.0,1,3,5.0,3,1.0,85,3,1,6.0,3,2.0,2058,0,0.0,14,3,4,0,7,1,2,6,2,1,5
45,0.0,0.0,1052,2.0,6,3,3.0,4,0.0,57,2,3,7.0,4,2.0,8865,6,0.0,12,3,4,0,23,2,3,19,7,12,8
54,0.0,2.0,1147,2.0,3,3,2.0,4,0.0,52,3,2,7.0,1,1.0,5940,2,0.0,14,3,4,1,16,4,3,6,2,0,5
36,0.0,2.0,1396,1.0,5,2,1.0,4,1.0,62,3,2,2.0,2,2.0,5914,8,0.0,16,3,4,0,16,3,4,13,11,3,7
33,0.0,2.0,147,1.0,4,4,3.0,3,0.0,47,2,1,6.0,2,1.0,2622,6,0.0,21,4,4,0,7,3,3,3,2,1,1
37,0.0,1.0,663,1.0,11,3,4.0,2,1.0,47,3,3,5.0,4,0.0,12185,1,1.0,14,3,3,3,10,1,3,10,8,0,7
38,0.0,2.0,119,2.0,3,3,1.0,1,1.0,76,3,3,7.0,3,0.0,10609,0,0.0,12,3,3,2,17,6,2,16,10,5,13
31,0.0,0.0,979,1.0,1,4,3.0,3,1.0,90,1,2,4.0,3,1.0,4345,0,0.0,12,3,4,1,6,2,3,5,4,1,4
59,0.0,2.0,142,1.0,3,3,1.0,3,1.0,70,2,1,6.0,4,1.0,2177,3,0.0,17,3,1,1,7,6,3,1,0,0,0
37,0.0,1.0,319,2.0,4,4,2.0,1,1.0,41,3,1,8.0,4,0.0,2793,4,0.0,17,3,3,1,13,2,3,9,8,5,8
29,0.0,1.0,1413,2.0,1,1,3.0,2,0.0,42,3,3,7.0,4,1.0,7918,1,0.0,14,3,4,1,11,5,3,11,10,4,1
35,0.0,1.0,944,2.0,1,3,2.0,3,0.0,92,3,3,7.0,3,2.0,8789,1,0.0,14,3,1,0,10,3,4,10,7,0,8
29,1.0,2.0,896,1.0,18,1,3.0,3,1.0,86,2,1,6.0,4,2.0,2389,1,1.0,13,3,3,0,4,3,2,4,3,0,1
52,0.0,2.0,1323,1.0,2,3,1.0,3,0.0,89,2,1,2.0,4,2.0,3212,7,0.0,15,3,2,0,6,3,2,2,2,2,2
42,0.0,2.0,532,1.0,4,2,5.0,3,1.0,58,3,5,3.0,4,1.0,19232,1,0.0,11,3,4,0,22,3,3,22,17,11,15
59,0.0,2.0,818,0.0,6,2,3.0,2,1.0,52,3,1,1.0,3,1.0,2267,8,0.0,17,3,4,0,7,2,2,2,2,2,2
50,0.0,2.0,854,2.0,1,4,3.0,4,0.0,68,3,5,3.0,4,0.0,19517,3,0.0,11,3,3,1,32,3,2,7,0,0,6
33,1.0,2.0,813,1.0,14,3,3.0,3,1.0,58,3,1,2.0,4,1.0,2436,5,1.0,13,3,3,1,8,2,1,5,4,0,4
43,0.0,2.0,1034,2.0,16,3,2.0,4,0.0,80,3,4,3.0,4,1.0,16064,5,1.0,22,4,3,1,22,3,3,17,13,1,9
33,1.0,2.0,465,1.0,2,2,1.0,1,0.0,39,3,1,2.0,1,1.0,2707,7,0.0,20,4,1,0,13,3,4,9,7,1,7
52,0.0,0.0,771,2.0,2,4,1.0,1,1.0,79,2,5,3.0,3,2.0,19068,1,1.0,18,3,4,0,33,2,4,33,7,15,12
32,0.0,2.0,1401,2.0,4,2,1.0,3,0.0,56,3,1,8.0,2,1.0,3931,2,0.0,11,3,1,1,6,5,3,4,3,1,2
32,1.0,2.0,515,1.0,1,3,1.0,4,1.0,62,2,1,2.0,3,2.0,3730,0,1.0,14,3,4,0,4,2,1,3,2,1,2
39,0.0,2.0,1431,1.0,1,4,3.0,3,0.0,96,3,1,2.0,3,0.0,2232,7,0.0,14,3,3,3,7,1,3,3,2,1,2
32,0.0,0.0,976,2.0,26,4,2.0,3,1.0,100,3,2,7.0,4,1.0,4465,0,0.0,18,3,1,0,4,2,3,3,2,2,2
41,0.0,2.0,1411,1.0,19,2,1.0,3,1.0,36,3,2,6.0,1,0.0,3072,2,0.0,16,3,1,2,17,2,2,1,0,0,0
40,0.0,2.0,1300,1.0,24,2,5.0,1,1.0,62,3,2,6.0,4,0.0,3319,1,0.0,17,3,1,2,9,3,3,9,8,4,7
45,0.0,2.0,252,1.0,1,3,4.0,3,1.0,70,4,5,3.0,4,1.0,19202,0,0.0,11,3,3,1,25,2,3,24,0,1,7
31,0.0,1.0,1327,1.0,3,4,3.0,2,1.0,73,3,3,5.0,3,0.0,13675,9,0.0,12,3,1,1,9,3,3,2,2,2,2
33,0.0,2.0,832,1.0,5,4,1.0,3,0.0,63,2,1,6.0,4,1.0,2911,1,0.0,13,3,3,1,2,2,2,2,2,0,2
34,0.0,2.0,470,1.0,2,4,1.0,4,1.0,84,2,2,4.0,1,1.0,5957,6,0.0,13,3,2,1,13,3,3,11,9,5,9
37,0.0,2.0,1017,1.0,1,2,3.0,3,0.0,83,2,1,6.0,1,1.0,3920,2,0.0,14,3,1,1,17,2,2,3,1,0,2
45,0.0,1.0,1199,1.0,7,4,1.0,1,1.0,77,4,2,4.0,3,1.0,6434,4,0.0,17,3,4,1,9,1,3,3,2,0,2
37,1.0,1.0,504,1.0,10,3,3.0,1,1.0,61,3,3,4.0,3,0.0,10048,6,0.0,11,3,2,2,17,5,3,1,0,0,0
39,0.0,1.0,505,1.0,2,4,5.0,3,0.0,64,3,3,0.0,3,2.0,10938,0,0.0,25,4,4,0,20,1,3,19,6,11,8
29,0.0,2.0,665,1.0,15,3,1.0,3,1.0,60,3,1,6.0,4,2.0,2340,1,0.0,19,3,1,0,6,1,3,6,5,1,5
42,0.0,2.0,916,1.0,17,2,1.0,4,0.0,82,4,2,6.0,1,2.0,6545,3,1.0,13,3,3,0,10,1,3,3,2,0,2
29,0.0,2.0,1247,2.0,20,2,2.0,4,1.0,45,3,2,7.0,4,0.0,6931,2,0.0,14,3,4,1,10,2,3,3,2,0,2
25,0.0,2.0,685,1.0,1,3,1.0,1,0.0,62,3,2,4.0,3,1.0,4898,0,0.0,12,3,4,2,5,3,3,4,2,1,2
42,0.0,2.0,269,1.0,2,3,3.0,4,0.0,56,2,1,2.0,1,0.0,2593,0,1.0,11,3,3,1,10,4,3,9,6,7,8
40,0.0,2.0,1416,1.0,2,2,3.0,1,1.0,49,3,5,5.0,3,0.0,19436,0,0.0,19,3,4,1,22,5,3,21,7,3,9
51,0.0,2.0,833,1.0,1,3,1.0,3,1.0,96,3,1,6.0,4,1.0,2723,1,0.0,11,3,2,0,1,0,2,1,0,0,0
31,1.0,1.0,307,1.0,29,2,3.0,3,1.0,71,2,1,2.0,2,2.0,3479,0,0.0,11,3,2,0,6,2,4,5,4,1,4
32,0.0,1.0,1311,1.0,7,3,1.0,2,1.0,100,4,1,2.0,2,1.0,2794,1,0.0,20,4,3,0,5,3,1,5,1,0,3
38,0.0,0.0,1327,2.0,2,2,1.0,4,1.0,39,2,2,7.0,4,1.0,5249,3,0.0,18,3,4,1,13,0,3,8,7,7,5
32,0.0,2.0,128,1.0,2,1,5.0,4,1.0,84,2,2,2.0,1,2.0,2176,4,0.0,13,3,4,0,9,5,3,6,2,0,4
46,0.0,2.0,488,2.0,2,3,5.0,3,0.0,75,1,4,3.0,2,1.0,16872,3,1.0,12,3,2,1,28,2,2,7,7,7,7
28,1.0,2.0,529,1.0,2,4,1.0,1,1.0,79,3,1,2.0,3,2.0,3485,2,0.0,11,3,3,0,5,5,1,0,0,0,0
29,0.0,2.0,1210,2.0,2,3,3.0,1,1.0,78,2,2,7.0,2,1.0,6644,2,0.0,19,3,2,2,10,2,3,0,0,0,0
31,0.0,2.0,1463,1.0,23,3,3.0,2,1.0,64,2,2,0.0,4,1.0,5582,0,0.0,21,4,2,1,10,2,3,9,0,7,8
25,0.0,0.0,675,1.0,5,2,1.0,2,1.0,85,4,2,0.0,1,0.0,4000,1,0.0,12,3,4,2,6,2,3,6,3,1,5
45,0.0,2.0,1385,1.0,20,2,3.0,3,1.0,79,3,4,0.0,4,1.0,13496,0,1.0,14,3,2,0,21,2,3,20,7,4,10
36,0.0,2.0,1403,1.0,6,3,1.0,4,1.0,47,3,1,2.0,4,1.0,3210,0,0.0,11,3,3,1,16,4,3,15,13,10,11
55,0.0,2.0,452,1.0,1,3,3.0,4,1.0,81,3,5,3.0,1,2.0,19045,0,1.0,14,3,3,0,37,2,3,36,10,4,13
47,1.0,0.0,666,1.0,29,4,1.0,1,1.0,88,3,3,3.0,2,1.0,11849,1,1.0,12,3,4,1,10,2,2,10,7,9,9
28,0.0,2.0,1158,1.0,9,3,3.0,4,1.0,94,3,1,6.0,4,1.0,2070,1,0.0,23,4,4,1,5,3,2,5,2,0,4
37,0.0,2.0,228,2.0,6,4,3.0,3,1.0,98,3,2,7.0,4,1.0,6502,4,0.0,14,3,2,1,7,5,4,5,4,0,1
21,0.0,2.0,996,1.0,3,2,3.0,4,1.0,100,2,1,6.0,3,2.0,3230,1,0.0,17,3,1,0,3,4,4,3,2,1,0
37,0.0,0.0,728,1.0,1,4,3.0,1,0.0,80,3,3,5.0,4,0.0,13603,2,1.0,18,3,1,2,15,2,3,5,2,0,2
35,0.0,2.0,1315,1.0,22,3,1.0,2,0.0,71,4,3,3.0,2,0.0,11996,7,0.0,18,3,2,1,10,6,2,7,7,6,2
38,0.0,2.0,322,2.0,7,2,3.0,1,0.0,44,4,2,7.0,1,0.0,5605,1,1.0,24,4,3,1,8,3,3,8,0,7,7
26,0.0,1.0,1479,1.0,1,3,1.0,3,0.0,84,3,2,4.0,2,0.0,6397,1,0.0,20,4,1,1,6,6,1,6,5,1,4
50,0.0,2.0,797,1.0,4,1,1.0,1,1.0,96,3,5,5.0,2,0.0,19144,3,0.0,14,3,1,2,28,4,2,10,4,1,6
53,0.0,2.0,1070,1.0,3,4,3.0,3,1.0,45,3,4,5.0,3,1.0,17584,3,1.0,16,3,4,3,21,5,2,5,3,1,3
42,0.0,2.0,635,2.0,1,1,1.0,2,1.0,99,3,2,7.0,3,1.0,4907,1,0.0,25,4,3,0,20,3,3,20,16,11,6
29,0.0,1.0,442,2.0,2,2,1.0,2,1.0,44,3,2,7.0,4,2.0,4554,1,0.0,18,3,1,0,10,3,2,10,7,0,9
55,0.0,2.0,147,1.0,20,2,5.0,2,1.0,37,3,2,2.0,4,1.0,5415,3,1.0,19,3,4,1,12,4,3,10,7,0,8
26,0.0,1.0,496,1.0,11,2,3.0,1,1.0,60,3,2,0.0,1,1.0,4741,1,1.0,13,3,3,1,5,3,3,5,3,3,3
37,0.0,2.0,1372,1.0,1,3,1.0,4,0.0,42,3,1,6.0,4,2.0,2115,1,0.0,12,3,2,0,17,3,3,17,12,5,7
44,1.0,1.0,920,1.0,24,3,1.0,4,1.0,43,3,1,2.0,3,0.0,3161,3,1.0,22,4,4,1,19,0,1,1,0,0,0
38,0.0,2.0,688,1.0,23,4,1.0,4,1.0,82,3,2,0.0,4,0.0,5745,9,0.0,14,3,2,1,10,2,3,2,2,1,2
26,1.0,2.0,1449,1.0,16,4,3.0,1,1.0,45,3,1,2.0,2,0.0,2373,2,1.0,13,3,4,1,5,2,3,3,2,0,2
28,0.0,2.0,1117,1.0,8,2,1.0,4,0.0,66,3,1,6.0,4,2.0,3310,1,0.0,21,4,4,0,5,3,3,5,3,0,2
49,0.0,1.0,636,1.0,10,4,1.0,3,0.0,35,3,5,5.0,1,2.0,18665,9,1.0,11,3,4,0,22,4,3,3,2,1,2
36,0.0,2.0,506,1.0,3,3,5.0,3,1.0,30,3,2,6.0,2,2.0,4485,4,0.0,12,3,4,0,10,2,3,8,0,7,7
31,0.0,1.0,444,2.0,5,3,2.0,4,0.0,84,3,1,8.0,2,0.0,2789,1,0.0,11,3,3,1,2,5,2,2,2,2,2
26,1.0,2.0,950,2.0,4,4,2.0,4,1.0,48,2,2,7.0,4,2.0,5828,1,1.0,12,3,2,0,8,0,3,8,7,7,4
37,0.0,1.0,889,1.0,9,3,3.0,2,1.0,53,3,1,6.0,4,1.0,2326,1,1.0,12,3,3,3,4,3,2,4,2,1,2
42,0.0,1.0,555,2.0,26,3,2.0,3,0.0,77,3,4,7.0,2,1.0,13525,5,0.0,14,3,4,1,23,2,4,20,4,4,8
18,1.0,2.0,230,1.0,3,3,1.0,3,1.0,54,3,1,2.0,3,2.0,1420,1,0.0,13,3,3,0,0,2,3,0,0,0,0
35,0.0,2.0,1232,2.0,16,3,2.0,3,1.0,96,3,3,7.0,2,1.0,8020,0,0.0,15,3,3,2,12,3,2,11,9,6,9
36,0.0,1.0,566,1.0,18,4,1.0,3,1.0,81,4,1,2.0,4,1.0,3688,4,0.0,18,3,4,2,4,2,3,1,0,0,0
51,0.0,2.0,1302,1.0,2,3,3.0,4,1.0,84,1,2,4.0,2,0.0,5482,5,0.0,18,3,4,1,13,3,3,4,1,1,2
41,0.0,2.0,334,2.0,2,4,1.0,4,1.0,88,3,4,3.0,2,2.0,16015,1,0.0,19,3,2,0,22,2,3,22,10,0,4
18,0.0,2.0,812,2.0,10,3,3.0,4,0.0,69,2,1,8.0,3,2.0,1200,1,0.0,12,3,1,0,0,2,3,0,0,0,0
28,0.0,2.0,1476,1.0,16,2,3.0,2,1.0,68,4,2,0.0,1,2.0,5661,0,0.0,19,3,3,0,9,2,3,8,3,0,7
31,0.0,2.0,218,2.0,7,3,5.0,2,1.0,100,4,2,7.0,4,1.0,6929,4,0.0,11,3,2,1,10,3,2,8,7,7,7
39,0.0,2.0,1132,1.0,1,3,3.0,3,1.0,48,4,3,0.0,4,0.0,9613,0,0.0,17,3,1,3,19,5,2,18,10,3,7
36,0.0,0.0,1105,1.0,24,4,1.0,2,0.0,47,3,2,2.0,2,1.0,5674,7,0.0,15,3,3,1,11,3,3,9,8,0,8
32,0.0,2.0,906,2.0,7,3,1.0,4,1.0,91,2,2,7.0,3,1.0,5484,1,0.0,14,3,3,1,13,3,2,13,8,4,8
38,0.0,2.0,849,1.0,25,2,1.0,1,0.0,81,2,3,5.0,2,1.0,12061,3,0.0,17,3,3,1,19,2,3,10,8,0,1
58,0.0,0.0,390,1.0,1,4,1.0,4,1.0,32,1,2,0.0,3,0.0,5660,2,1.0,13,3,4,1,12,2,3,5,3,1,2
31,0.0,2.0,691,1.0,5,4,5.0,3,1.0,86,3,1,6.0,4,1.0,4821,0,1.0,12,3,3,1,6,4,3,5,2,0,3
31,0.0,2.0,106,0.0,2,3,0.0,1,1.0,62,2,2,1.0,1,1.0,6410,3,0.0,12,3,4,0,9,1,3,2,2,1,0
45,0.0,1.0,1249,1.0,7,3,1.0,1,1.0,97,3,3,2.0,1,0.0,5210,1,0.0,18,3,1,1,24,2,3,24,9,9,11
31,0.0,2.0,192,1.0,2,4,1.0,3,1.0,32,3,1,6.0,4,0.0,2695,0,1.0,18,3,2,1,3,2,1,2,2,2,2
33,0.0,1.0,553,1.0,5,4,1.0,4,0.0,74,3,3,3.0,2,1.0,11878,6,0.0,11,3,2,2,12,2,3,10,6,8,8
39,0.0,2.0,117,1.0,10,1,3.0,3,1.0,99,3,4,3.0,1,1.0,17068,1,1.0,14,3,4,0,21,3,3,21,9,11,10
43,0.0,1.0,185,1.0,10,4,1.0,3,0.0,33,3,1,2.0,4,2.0,2455,0,0.0,19,3,1,0,9,5,3,8,7,1,7
49,0.0,2.0,1091,1.0,1,2,5.0,3,0.0,90,2,4,0.0,3,2.0,13964,7,1.0,12,3,4,0,25,2,3,7,1,0,7
52,1.0,2.0,723,1.0,8,4,3.0,3,1.0,85,2,2,6.0,2,1.0,4941,2,0.0,15,3,1,0,11,3,2,8,2,7,7
27,0.0,2.0,1220,1.0,5,3,1.0,3,0.0,85,3,1,6.0,2,2.0,2478,1,1.0,12,3,2,0,4,2,2,4,3,1,2
32,0.0,2.0,588,2.0,8,2,5.0,3,0.0,65,2,2,7.0,2,1.0,5228,1,1.0,11,3,4,0,13,2,3,13,12,11,9
27,0.0,2.0,1377,2.0,2,3,1.0,4,1.0,74,3,2,7.0,3,2.0,4478,1,1.0,11,3,1,0,5,3,3,5,4,0,4
31,0.0,2.0,691,2.0,7,3,2.0,4,1.0,73,3,2,7.0,4,0.0,7547,4,0.0,12,3,4,3,13,3,3,7,7,1,7
32,0.0,2.0,1018,1.0,2,4,3.0,1,0.0,74,4,2,6.0,4,2.0,5055,7,0.0,16,3,3,0,10,0,2,7,7,0,7
28,1.0,2.0,1157,1.0,2,4,3.0,1,1.0,84,1,1,6.0,4,1.0,3464,5,1.0,13,3,4,0,5,4,2,3,2,2,2
30,0.0,2.0,1275,1.0,28,2,3.0,4,0.0,64,3,2,6.0,4,1.0,5775,1,0.0,13,3,4,2,11,2,3,10,8,1,9
31,0.0,1.0,798,1.0,7,2,1.0,3,0.0,48,2,3,4.0,3,1.0,8943,1,0.0,24,4,1,1,10,2,3,10,9,8,9
39,0.0,1.0,672,1.0,7,2,3.0,3,1.0,54,2,5,3.0,4,1.0,19272,1,0.0,15,3,1,1,21,2,3,21,9,13,3
39,1.0,2.0,1162,2.0,3,2,3.0,4,0.0,41,3,2,7.0,3,1.0,5238,4,1.0,18,3,1,0,12,3,2,1,0,0,0
33,0.0,1.0,508,2.0,10,3,2.0,2,1.0,46,2,2,7.0,4,2.0,4682,3,0.0,14,3,3,0,9,6,2,7,7,0,1
47,0.0,2.0,1482,1.0,5,5,1.0,4,1.0,42,3,5,5.0,3,1.0,18300,4,0.0,11,3,2,1,21,2,3,3,2,1,1
43,0.0,1.0,559,1.0,10,4,1.0,3,0.0,82,2,2,2.0,3,0.0,5257,1,0.0,11,3,2,1,9,3,4,9,7,0,0
27,0.0,0.0,210,2.0,1,1,2.0,3,1.0,73,3,2,7.0,2,1.0,6349,0,1.0,13,3,4,1,6,0,3,5,4,1,4
54,0.0,1.0,928,1.0,20,4,1.0,4,0.0,31,3,2,6.0,3,2.0,4869,3,0.0,12,3,4,0,20,4,2,4,3,0,3
43,0.0,2.0,1001,1.0,7,3,1.0,3,0.0,43,3,3,0.0,1,1.0,9985,8,0.0,16,3,1,1,10,1,2,1,0,0,0
45,0.0,2.0,549,1.0,8,4,4.0,4,1.0,75,3,2,6.0,4,1.0,3697,9,0.0,14,3,1,2,12,3,3,10,9,9,8
40,0.0,2.0,1124,2.0,1,2,3.0,2,1.0,57,1,2,7.0,4,1.0,7457,2,1.0,22,4,3,3,6,2,2,4,3,0,2
29,1.0,2.0,318,1.0,8,4,4.0,2,1.0,77,1,1,2.0,1,1.0,2119,1,1.0,11,3,4,0,7,4,2,7,7,0,7
29,0.0,2.0,738,1.0,9,5,4.0,2,1.0,30,2,1,2.0,4,2.0,3983,0,0.0,17,3,3,0,4,2,3,3,2,2,2
30,0.0,2.0,570,2.0,5,3,2.0,4,0.0,30,2,2,7.0,3,0.0,6118,1,0.0,13,3,3,3,10,2,3,10,9,1,2
27,0.0,2.0,1130,2.0,8,4,2.0,2,0.0,56,3,2,7.0,2,1.0,6214,1,0.0,18,3,1,1,8,3,3,8,7,0,7
37,0.0,2.0,1192,1.0,5,2,3.0,4,1.0,61,3,2,4.0,4,0.0,6347,7,0.0,16,3,3,2,8,2,2,6,2,0,4
38,0.0,2.0,343,1.0,15,2,1.0,3,1.0,92,2,3,5.0,4,0.0,11510,0,1.0,14,3,2,1,12,3,3,11,10,2,9
31,0.0,2.0,1232,1.0,7,4,3.0,3,0.0,39,3,3,4.0,4,2.0,7143,1,1.0,14,3,3,0,11,2,2,11,9,4,10
29,0.0,2.0,144,2.0,10,1,2.0,4,0.0,39,2,2,7.0,2,0.0,8268,1,1.0,14,3,1,2,7,2,3,7,7,1,7
35,0.0,2.0,1296,1.0,5,4,5.0,3,1.0,62,3,3,4.0,2,2.0,8095,0,0.0,13,3,4,0,17,5,3,16,6,0,13
23,0.0,2.0,1309,1.0,26,1,1.0,3,1.0,83,3,1,6.0,4,0.0,2904,1,0.0,12,3,3,2,4,2,2,4,2,0,2
41,0.0,2.0,483,1.0,6,3,3.0,4,1.0,95,2,2,4.0,2,2.0,6032,6,1.0,15,3,4,0,8,3,3,5,4,1,2
47,0.0,1.0,1309,2.0,4,1,3.0,2,1.0,99,3,2,8.0,3,2.0,2976,3,0.0,19,3,1,0,5,3,3,0,0,0,0
42,0.0,2.0,810,1.0,23,5,1.0,1,0.0,44,3,4,5.0,4,2.0,15992,2,0.0,14,3,2,0,16,2,3,1,0,0,0
29,0.0,0.0,746,2.0,2,3,1.0,4,1.0,61,3,2,7.0,3,1.0,4649,1,0.0,14,3,1,1,4,3,2,4,3,0,2
42,0.0,2.0,544,0.0,2,1,5.0,3,1.0,52,3,1,1.0,3,0.0,2696,0,1.0,11,3,3,1,4,5,3,3,2,1,0
